
Image Name                     PID Session Name        Session#    Mem Usage Status          User Name                                              CPU Time Window Title                                                            
conhost.exe                  11280 Console                    3          8 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
OpenConsole.exe               1724 Console                    3        456 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
WindowsTerminal.exe           5244 Console                    3      1,256 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:03 C:\WINDOWS\system32\cmd.exe                                             
python3.13.exe               10596 Console                    3      5,164 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:10 OleMainThreadWndName                                                    
chrome.exe                   19072 Console                    3     18,528 K Running         LAPTOP-1KAEDQCA\bless                                   0:01:01 Analysis - RigMaster AI - Google Chrome                                 
chrome.exe                   18284 Console                    3          8 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
chrome.exe                   21692 Console                    3      6,988 K Running         LAPTOP-1KAEDQCA\bless                                   0:02:16 N/A                                                                     
chrome.exe                   17296 Console                    3      5,560 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:05 OleMainThreadWndName                                                    
chrome.exe                   18524 Console                    3      2,000 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
chrome.exe                    3376 Console                    3      2,188 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:01:40 N/A                                                                     
SystemSettings.exe           21964 Console                    3          8 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:02 Settings                                                                
ApplicationFrameHost.exe     15048 Console                    3        104 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:00 Settings                                                                
svchost.exe                   5664 Console                    3        436 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
UserOOBEBroker.exe            2764 Console                    3         12 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
SDXHelper.exe                15636 Console                    3      1,708 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:08 DDE Server Window                                                       
Antigravity.exe              20316 Console                    3     65,936 K Running         LAPTOP-1KAEDQCA\bless                                   0:01:06 rigmaster-ui - Antigravity - list_routes.py                             
Antigravity.exe              14020 Console                    3         12 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
Antigravity.exe              21960 Console                    3     78,092 K Running         LAPTOP-1KAEDQCA\bless                                   0:03:01 N/A                                                                     
Antigravity.exe              12292 Console                    3     12,908 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:06 OleMainThreadWndName                                                    
Antigravity.exe              16392 Console                    3   9,29,844 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:25:52 N/A                                                                     
Antigravity.exe              10696 Console                    3      1,604 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
Antigravity.exe              12108 Console                    3     21,504 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:14 OleMainThreadWndName                                                    
Antigravity.exe                452 Console                    3   1,26,648 K Running         LAPTOP-1KAEDQCA\bless                                   0:01:44 OleMainThreadWndName                                                    
Antigravity.exe               2124 Console                    3     18,968 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:06 OleMainThreadWndName                                                    
Antigravity.exe              13120 Console                    3      9,740 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:04 OleMainThreadWndName                                                    
conhost.exe                  22508 Console                    3         12 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
powershell.exe                7600 Console                    3        176 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
Antigravity.exe              15292 Console                    3      1,568 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:09 N/A                                                                     
conhost.exe                   3864 Console                    3      1,272 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
powershell.exe               10512 Console                    3     19,748 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:04 N/A                                                                     
language_server_windows_x     1452 Console                    3  19,62,288 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:06:56 N/A                                                                     
conhost.exe                  22152 Console                    3        160 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
conhost.exe                  17644 Console                    3          8 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
powershell.exe               11804 Console                    3        172 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
python.exe                    5004 Console                    3         12 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
conhost.exe                   9644 Console                    3         36 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
python3.13.exe                4580 Console                    3     12,312 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:26 OleMainThreadWndName                                                    
Antigravity.exe              14668 Console                    3      1,112 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
Antigravity.exe              10516 Console                    3      1,360 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
Antigravity.exe              19116 Console                    3      1,528 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
Antigravity.exe               6060 Console                    3      1,748 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
Antigravity.exe               6728 Console                    3      1,516 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
Antigravity.exe              16336 Console                    3      1,776 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
conhost.exe                  19920 Console                    3        176 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
powershell.exe                1884 Console                    3      4,304 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:08 N/A                                                                     
python.exe                   14308 Console                    3         12 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
conhost.exe                  20092 Console                    3         12 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
python3.13.exe               18128 Console                    3      2,392 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:01 N/A                                                                     
Antigravity.exe              13048 Console                    3      2,500 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
conhost.exe                   4816 Console                    3          8 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
powershell.exe               22220 Console                    3        176 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
smartscreen.exe              18700 Console                    3        448 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
msedge.exe                   12496 Console                    3     16,248 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:04 N/A                                                                     
msedge.exe                   20424 Console                    3        232 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
msedge.exe                   22016 Console                    3      4,452 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
msedge.exe                    2604 Console                    3      4,836 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:00 OLEChannelWnd                                                           
msedge.exe                   12864 Console                    3      2,168 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
svchost.exe                  19440 Services                   0      5,424 K Unknown         N/A                                                     0:00:02 N/A                                                                     
svchost.exe                   7044 Services                   0      1,888 K Unknown         N/A                                                     0:00:00 N/A                                                                     
msedge.exe                   14896 Console                    3        844 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
audiodg.exe                  22068 Services                   0     12,932 K Unknown         N/A                                                     0:00:00 N/A                                                                     
HPSystemEventUtilityHost.     8664 Console                    3      3,232 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
OneDrive.Sync.Service.exe    20956 Console                    3      4,212 K Running         LAPTOP-1KAEDQCA\bless                                   0:00:00 Microsoft OneDrive Sync Service                                         
msiexec.exe                  23492 Services                   0      3,060 K Unknown         N/A                                                     0:00:00 N/A                                                                     
msedgewebview2.exe           24252 Console                    3     69,400 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
cmd.exe                      16160 Console                    3      4,768 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
tasklist.exe                  1556 Console                    3     13,184 K Unknown         LAPTOP-1KAEDQCA\bless                                   0:00:00 N/A                                                                     
WmiPrvSE.exe                  7416 Services                   0     14,824 K Unknown         N/A                                                     0:00:00 N/A                                                                     
